,index,id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,lotconfig,landslope,neighborhood,condition1,bldgtype,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,masvnrtype,masvnrarea,exterqual,foundation,bsmtqual,bsmtexposure,bsmtfintype1,bsmtfinsf1,bsmtunfsf,heatingqc,grlivarea,bsmtfullbath,fullbath,halfbath,bedroomabvgr,kitchenabvgr,kitchenqual,functional,fireplaces,fireplacequ,garagetype,garagefinish,garagearea,garagecond,wooddecksf,mosold,yrsold,salecondition,saleprice,porchpres,poolpres,garagepres,fireplacepres,masvnrpres,bsmtpres,shedpres,exterior,age_sold,2ndfloorpres,bighouse
910,915,916,160,RM,21.0,2001,0,Lvl,Inside,flat,MeadowV,Norm,Twnhs,2Story,4,5,3880900,1970,Gable,BrkFace,80.0,3,CBlock,9,1,Unf,0,546,4,1092,0,1,1,3,1,3,Typ,0,0,Attchd,Unf,286,TA,0,1,2007,Normal,75000,0,0,1,0,1,1,0,Aggregate,37.0,1,0.0
911,916,917,20,C (all),50.0,9000,0,Lvl,Inside,flat,IDOTRR,Norm,1Fam,1Story,2,3,3798601,1950,Gable,None,0.0,3,CBlock,9,3,BLQ,50,430,9,480,1,0,0,1,1,3,Typ,0,0,Detchd,Unf,308,TA,0,10,2006,Abnorml,35311,0,0,1,0,0,1,0,Aesbestos,57.0,0,0.0
912,917,918,20,RL,65.5,17140,0,Lvl,Inside,flat,Edwards,Norm,1Fam,1Story,4,6,3825936,1956,Gable,None,0.0,3,CBlock,9,1,ALQ,1059,75,25,1229,0,1,0,3,1,3,Typ,0,0,Attchd,RFn,284,TA,0,4,2009,Normal,135000,0,0,1,0,0,1,0,Vinyl,53.0,0,0.0
913,918,919,60,RL,103.0,13125,1,Lvl,Corner,flat,SawyerW,Norm,1Fam,2Story,7,5,3964081,1991,Gable,None,0.0,4,PConc,25,2,BLQ,48,422,25,2127,1,2,1,4,1,4,Typ,1,3,Attchd,RFn,833,TA,72,11,2007,Normal,238000,1,0,1,1,0,1,0,Wood,16.0,1,0.0
914,919,920,20,RL,87.0,11029,1,Lvl,Corner,flat,NAmes,Norm,1Fam,1Story,6,8,3833764,2002,Hip,None,0.0,5,CBlock,16,1,ALQ,528,245,25,1414,1,1,0,3,1,3,Min1,1,3,Attchd,Unf,601,TA,0,5,2008,Normal,176500,1,0,1,1,0,1,0,Metal,50.0,0,0.0
915,920,921,60,RL,70.0,8462,1,Lvl,Inside,flat,SawyerW,Norm,1Fam,2Story,6,5,3976036,1994,Gable,BrkFace,105.0,4,PConc,16,1,GLQ,814,114,25,1721,0,2,1,3,1,4,Typ,0,0,Attchd,RFn,471,TA,300,7,2007,Normal,201000,1,0,1,0,1,1,0,Wood,13.0,1,0.0
916,921,922,90,RL,67.0,8777,0,Lvl,Inside,flat,Edwards,Feedr,Duplex,1.5Fin,5,7,3610000,2003,Gable,None,0.0,3,CBlock,9,1,ALQ,1084,188,16,2200,2,2,2,4,2,3,Typ,0,0,None,None,0,None,0,9,2008,Normal,145900,1,0,0,0,0,1,0,Metal,108.0,1,0.0
917,922,923,20,RL,65.0,10237,0,Lvl,Inside,flat,Gilbert,RRAn,1Fam,1Story,6,5,4020025,2006,Gable,None,0.0,4,PConc,16,1,GLQ,28,1288,25,1316,0,2,0,3,1,4,Typ,1,4,Attchd,Fin,397,TA,100,10,2006,Partial,169990,1,0,1,1,0,1,0,Vinyl,1.0,0,0.0
918,923,924,120,RL,50.0,8012,0,Lvl,Inside,flat,SawyerW,Norm,TwnhsE,1Story,6,5,3972049,1994,Gable,None,0.0,4,PConc,16,1,LwQ,165,598,25,1617,1,2,0,2,1,4,Typ,1,2,Attchd,RFn,533,TA,0,7,2008,Normal,193000,1,0,1,1,0,1,0,Wood,15.0,0,0.0
919,924,925,20,RL,79.0,10240,0,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,6,6,3920400,1980,Gable,BrkFace,157.0,3,CBlock,16,1,BLQ,625,0,9,1686,1,2,0,3,1,3,Typ,1,3,Attchd,Unf,612,TA,384,5,2006,Normal,207500,1,0,1,1,1,1,0,Wood,26.0,0,0.0
920,925,926,20,RL,80.0,15611,1,Lvl,Corner,flat,NWAmes,Norm,1Fam,1Story,5,6,3908529,1977,Gable,None,0.0,3,PConc,16,3,ALQ,767,266,9,1126,0,2,0,3,1,5,Typ,0,0,Attchd,RFn,540,TA,180,3,2008,Abnorml,175000,0,0,1,0,0,1,0,Vinyl,31.0,0,0.0
921,926,927,60,RL,93.0,11999,0,Lvl,Inside,flat,NridgHt,Norm,1Fam,2Story,8,5,4012009,2004,Hip,BrkFace,340.0,4,PConc,16,1,Unf,0,1181,25,2374,0,2,1,4,1,5,Typ,1,4,BuiltIn,Fin,656,TA,104,5,2007,Normal,285000,1,0,1,1,1,1,0,Vinyl,4.0,1,0.0
922,927,928,60,RL,80.0,9900,0,Lvl,Inside,flat,NWAmes,Feedr,1Fam,2Story,7,5,3873024,1968,Gable,BrkFace,342.0,3,CBlock,9,1,BLQ,552,280,16,1978,0,2,1,4,1,3,Typ,1,4,Attchd,RFn,486,TA,0,4,2008,Normal,176000,1,0,1,1,1,1,0,Metal,40.0,1,0.0
923,928,929,20,RL,70.0,11838,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,8,5,4004001,2001,Hip,None,0.0,4,PConc,16,3,Unf,0,1753,25,1788,0,2,0,3,1,5,Typ,1,3,Attchd,RFn,522,TA,202,6,2009,Normal,236500,1,0,1,1,0,1,0,Vinyl,8.0,0,0.0
924,929,930,60,RL,65.0,13006,1,Lvl,Corner,flat,Gilbert,Norm,1Fam,2Story,7,5,3988009,1997,Gable,BrkFace,285.0,3,PConc,16,1,Unf,0,964,16,2236,0,2,1,4,1,4,Typ,1,3,BuiltIn,Fin,642,TA,0,11,2006,Normal,222000,0,0,1,1,1,1,0,Wood,9.0,1,0.0
925,930,931,20,RL,73.0,8925,1,HLS,Inside,flat,Timber,Norm,1Fam,1Story,8,5,4028049,2007,Gable,None,0.0,4,PConc,16,3,GLQ,16,1450,25,1466,0,2,0,3,1,4,Typ,0,0,Attchd,Fin,610,TA,100,7,2009,Normal,201000,1,0,1,0,0,1,0,Vinyl,2.0,0,0.0
926,931,932,20,RL,70.0,9100,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,6,3861225,1965,Gable,None,0.0,3,CBlock,9,1,BLQ,338,121,25,925,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,429,TA,0,7,2009,Normal,117500,0,0,1,0,0,1,0,Vinyl,44.0,0,0.0
927,932,933,20,RL,84.0,11670,1,Lvl,Corner,flat,Somerst,RRNn,1Fam,1Story,9,5,4024036,2006,Hip,Stone,302.0,5,PConc,25,1,Unf,0,1905,25,1905,0,2,0,3,1,5,Typ,1,4,Attchd,Fin,788,TA,0,3,2007,Normal,320000,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
928,933,934,20,RL,63.0,8487,0,Lvl,FR2,flat,CollgCr,Norm,1Fam,1Story,7,5,4016016,2004,Gable,BrkFace,210.0,4,PConc,16,3,GLQ,20,1480,25,1500,0,2,0,3,1,4,Typ,0,0,Attchd,RFn,570,TA,192,8,2009,Normal,190000,1,0,1,0,1,1,0,Vinyl,5.0,0,0.0
929,935,936,30,RL,52.0,5825,1,Lvl,Inside,flat,BrkSide,Norm,1Fam,1Story,4,5,3709476,1953,Gable,BrkFace,108.0,3,PConc,4,2,Unf,0,600,16,747,0,1,0,1,1,3,Typ,0,0,Detchd,Unf,528,TA,0,6,2006,Normal,79900,1,0,1,0,1,1,0,Metal,80.0,0,0.0
930,936,937,20,RL,67.0,10083,0,Lvl,Inside,flat,SawyerW,Norm,1Fam,1Story,7,5,4012009,2003,Gable,None,0.0,4,PConc,16,1,GLQ,833,343,25,1200,1,2,0,2,1,4,Typ,0,0,Attchd,RFn,555,TA,0,8,2009,Normal,184900,1,0,1,0,0,1,0,Vinyl,6.0,0,0.0
931,937,938,60,RL,75.0,9675,0,Lvl,Inside,flat,Somerst,Norm,1Fam,2Story,7,5,4020025,2005,Gable,None,0.0,4,PConc,16,2,GLQ,341,772,25,1971,0,2,1,3,1,4,Typ,1,4,Attchd,RFn,689,TA,0,2,2009,Normal,253000,1,0,1,1,0,1,0,Vinyl,4.0,1,0.0
932,938,939,60,RL,73.0,8760,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,7,5,4024036,2006,Gable,None,0.0,4,PConc,16,2,GLQ,464,927,25,1962,0,2,1,3,1,4,Typ,0,0,Attchd,RFn,868,TA,0,8,2006,Partial,239799,1,0,1,0,0,1,0,Vinyl,0.0,1,0.0
933,939,940,70,RL,80.0,24090,0,Lvl,Inside,flat,ClearCr,Norm,1Fam,2Story,7,7,3763600,1950,Gable,None,0.0,3,CBlock,9,2,Unf,0,1032,25,2403,0,2,0,4,1,3,Typ,2,3,Attchd,Unf,349,TA,56,6,2010,Normal,244400,1,0,1,1,0,1,0,Metal,70.0,1,0.0
934,940,941,90,RL,55.0,12640,1,Lvl,Inside,flat,Mitchel,Norm,Duplex,1Story,6,5,3904576,1976,Gable,None,0.0,3,CBlock,9,4,Rec,936,396,9,1728,0,2,0,4,2,3,Typ,0,0,Attchd,Unf,574,TA,40,7,2006,Normal,150900,0,0,1,0,0,1,0,Wood,30.0,0,0.0
935,941,942,60,RL,65.0,8755,1,Lvl,FR2,flat,Gilbert,RRNn,1Fam,2Story,7,5,3996001,1999,Gable,BrkFace,298.0,4,PConc,16,1,ALQ,772,220,25,2060,1,2,1,3,1,4,Typ,1,3,BuiltIn,RFn,390,TA,0,6,2009,Normal,214000,1,0,1,1,1,1,0,Vinyl,10.0,1,0.0
936,942,943,90,RL,42.0,7711,1,Lvl,Inside,flat,Edwards,Norm,Duplex,1Story,4,3,3908529,1977,Gable,None,0.0,3,PConc,16,4,GLQ,1440,0,9,1440,2,2,0,4,2,3,Typ,0,0,None,None,0,None,321,8,2007,Abnorml,150000,0,0,0,0,0,1,0,Metal,30.0,0,0.0
937,943,944,90,RL,100.0,25000,0,Low,Inside,flat,Mitchel,Norm,Duplex,1Story,5,4,3869089,1967,Gable,None,0.0,3,CBlock,9,3,Unf,0,1632,9,1632,0,2,0,4,2,3,Typ,0,0,Attchd,Unf,576,TA,0,6,2007,Normal,143000,0,0,1,0,0,1,0,Wood,40.0,0,0.0
938,944,945,20,RL,85.0,14375,1,Lvl,CulDSac,flat,Timber,Norm,1Fam,SLvl,6,6,3833764,1958,Gable,BrkFace,541.0,3,CBlock,9,1,GLQ,111,354,16,1344,0,1,0,3,1,4,Typ,1,4,Basment,RFn,525,TA,0,1,2009,Abnorml,137500,1,0,1,1,1,1,0,Wood,51.0,0,0.0
939,945,946,50,RM,98.0,8820,0,Lvl,Corner,flat,OldTown,Norm,1Fam,1.5Fin,5,6,3572100,1996,Hip,None,0.0,3,BrkTil,9,1,LwQ,1088,0,9,1869,0,1,0,2,1,3,Typ,0,0,Detchd,Unf,456,TA,48,9,2009,Normal,124900,1,0,1,0,0,1,0,Vinyl,119.0,1,1.0
940,946,947,80,RL,70.0,8163,0,Lvl,Inside,flat,NAmes,Norm,1Fam,SLvl,5,6,3837681,1959,Gable,BrkFace,128.0,3,CBlock,9,3,ALQ,748,102,9,1144,1,1,0,3,1,3,Typ,1,3,Attchd,RFn,796,TA,86,3,2006,Normal,143000,0,0,1,1,1,1,0,Wood,47.0,0,0.0
941,947,948,20,RL,85.0,14536,0,Lvl,Inside,flat,Timber,Norm,1Fam,1Story,8,5,4008004,2003,Hip,BrkFace,236.0,4,PConc,16,3,GLQ,1300,316,25,1629,1,2,0,3,1,4,Typ,1,4,Attchd,Fin,808,TA,0,11,2007,Normal,270000,1,0,1,1,1,1,0,Vinyl,5.0,0,0.0
942,948,949,60,RL,65.0,14006,1,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,7,5,4008004,2002,Gable,BrkFace,144.0,4,PConc,16,0,Unf,0,936,25,1776,0,2,1,3,1,4,Typ,1,3,Attchd,RFn,474,TA,144,2,2006,Normal,192500,1,0,1,1,1,1,0,Vinyl,4.0,1,0.0
943,949,950,20,RL,78.0,9360,0,Lvl,Inside,flat,NWAmes,Norm,1Fam,1Story,6,7,3888784,2006,Hip,None,0.0,3,CBlock,9,1,ALQ,982,179,9,1381,1,1,1,3,1,4,Typ,1,3,Attchd,RFn,676,TA,0,3,2010,Normal,197500,0,0,1,1,0,1,0,Wood,38.0,0,0.0
944,950,951,20,RL,60.0,7200,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,8,3802500,2002,Gable,None,0.0,3,CBlock,9,1,ALQ,398,317,16,864,1,1,0,3,1,4,Typ,0,0,Detchd,RFn,720,TA,194,7,2007,Normal,129000,0,0,1,0,0,1,0,Vinyl,57.0,0,0.0
945,951,952,20,RH,60.0,7800,0,Lvl,Corner,flat,SawyerW,Norm,1Fam,1Story,5,5,3861225,1965,Gable,None,0.0,3,CBlock,9,1,BLQ,641,187,16,965,1,1,0,3,1,3,Typ,0,0,Detchd,Unf,300,TA,421,7,2006,Abnorml,119900,0,0,1,0,0,1,0,Vinyl,41.0,0,0.0
946,952,953,85,RL,60.0,7200,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,SFoyer,5,8,3888784,2003,Gable,None,0.0,3,CBlock,16,3,GLQ,660,108,16,768,0,1,0,2,1,3,Typ,0,0,Detchd,Fin,396,TA,192,4,2009,Normal,133900,0,0,1,0,0,1,0,Wood,37.0,0,0.0
947,953,954,60,RL,73.0,11075,1,Lvl,Inside,sloped,Mitchel,Norm,1Fam,2Story,5,4,3876961,1969,Gable,BrkFace,232.0,3,CBlock,9,3,ALQ,562,29,25,1968,0,2,1,4,1,3,Min2,1,1,Attchd,RFn,530,TA,305,9,2008,Normal,172000,1,0,1,1,1,1,1,Wood,39.0,1,0.0
948,954,955,90,RL,35.0,9400,1,Lvl,CulDSac,flat,Edwards,Norm,Duplex,SFoyer,6,5,3900625,1975,Flat,BrkFace,250.0,3,CBlock,16,4,GLQ,945,0,9,980,0,2,0,4,0,3,Typ,0,0,None,None,0,None,0,10,2006,AdjLand,127500,0,0,0,0,1,1,0,Wood,31.0,0,0.0
949,955,956,90,RH,82.0,7136,1,HLS,Inside,flat,Crawfor,Norm,Duplex,2Story,6,6,3786916,1950,Gable,BrkFace,423.0,3,CBlock,16,1,Rec,484,495,9,1958,0,2,0,4,2,3,Typ,0,0,Attchd,Unf,492,TA,0,8,2007,Normal,145000,0,0,1,0,1,1,0,Metal,61.0,1,0.0
950,956,957,160,RM,24.0,1300,0,Lvl,Inside,flat,Blueste,Norm,TwnhsE,2Story,6,6,3920400,1980,Gable,None,0.0,3,CBlock,16,1,ALQ,285,276,9,1229,0,1,1,2,1,3,Typ,1,3,Attchd,Fin,462,TA,150,5,2009,Normal,124000,0,0,1,1,0,1,0,Metal,29.0,1,0.0
951,957,958,20,RL,70.0,7420,0,Lvl,Inside,flat,Sawyer,Norm,1Fam,1Story,5,5,3849444,1962,Hip,None,0.0,3,CBlock,9,1,Rec,417,640,9,1057,0,1,0,3,1,3,Typ,0,0,Detchd,Fin,576,TA,0,4,2007,Normal,132000,0,0,1,0,0,1,0,Metal,45.0,0,0.0
952,958,959,20,RL,65.0,8450,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,1Story,7,5,4012009,2003,Gable,None,0.0,4,PConc,16,2,GLQ,699,638,25,1337,1,2,0,3,1,4,Typ,0,0,Attchd,RFn,531,TA,0,10,2007,Normal,185000,1,0,1,0,0,1,0,Vinyl,4.0,0,0.0
953,959,960,160,FV,24.0,2572,0,Lvl,FR2,flat,Somerst,Norm,Twnhs,2Story,7,5,3996001,1999,Hip,None,0.0,4,PConc,16,1,ALQ,604,92,25,1416,1,2,1,3,1,4,Typ,0,0,Detchd,Unf,484,TA,0,5,2010,Normal,155000,1,0,1,0,0,1,0,Metal,11.0,1,0.0
954,960,961,20,RL,50.0,7207,1,Lvl,Inside,flat,BrkSide,Norm,1Fam,1Story,5,7,3833764,2008,Gable,None,0.0,3,CBlock,9,4,BLQ,696,162,16,858,1,1,0,2,1,3,Typ,0,0,None,None,0,None,117,2,2010,Normal,116500,0,0,0,0,0,1,0,Wood,52.0,0,0.0
955,961,962,60,RL,80.0,12227,1,Lvl,Corner,flat,NWAmes,PosN,1Fam,2Story,6,7,3908529,1995,Gable,BrkFace,424.0,3,CBlock,16,1,ALQ,896,434,9,2872,1,2,1,4,1,3,Typ,1,3,Attchd,Fin,619,TA,550,7,2008,Normal,272000,1,0,1,1,1,1,0,Wood,31.0,1,0.0
956,962,963,160,RL,24.0,2308,0,Lvl,Corner,flat,NPkVill,Norm,TwnhsE,2Story,6,6,3904576,1976,Gable,None,0.0,3,CBlock,16,1,ALQ,556,248,9,1548,1,2,1,3,1,4,Typ,1,3,Detchd,Unf,440,TA,48,7,2007,Normal,155000,0,0,1,1,0,1,0,Wood,31.0,1,0.0
957,963,964,20,RL,122.0,11923,1,Lvl,Corner,flat,CollgCr,Norm,1Fam,1Story,9,5,4028049,2007,Gable,None,0.0,4,PConc,25,1,Unf,0,1800,25,1800,0,2,0,2,1,5,Typ,0,0,Attchd,Fin,702,TA,288,5,2009,Normal,239000,1,0,1,0,0,1,0,Vinyl,2.0,0,0.0
958,964,965,60,RL,80.0,11316,0,Lvl,Corner,flat,Timber,Norm,1Fam,2Story,7,5,4008004,2003,Gable,BrkFace,44.0,4,PConc,16,1,GLQ,624,193,25,1894,1,2,1,4,1,4,Typ,1,4,BuiltIn,Fin,510,TA,0,2,2010,Normal,214900,1,0,1,1,1,1,0,Vinyl,8.0,1,0.0
959,965,966,60,RL,65.0,10237,0,Lvl,Inside,flat,Gilbert,RRAn,1Fam,2Story,6,5,4020025,2007,Gable,None,0.0,4,PConc,16,1,Unf,0,783,25,1484,0,2,1,3,1,4,Typ,1,4,Attchd,Fin,393,TA,0,7,2007,Partial,178900,1,0,1,1,0,1,0,Vinyl,2.0,1,0.0
960,966,967,50,RL,130.0,9600,1,HLS,Inside,flat,Crawfor,Norm,1Fam,1.5Fin,5,7,3763600,1950,Gable,None,0.0,4,BrkTil,9,1,Rec,428,300,25,1308,1,1,1,2,1,3,Min2,2,3,Detchd,Unf,256,TA,0,6,2009,Normal,160000,1,0,1,1,0,1,0,Metal,69.0,1,0.0
961,967,968,20,RL,73.0,7390,1,Lvl,Inside,flat,NAmes,Norm,1Fam,1Story,5,7,3822025,1955,Hip,BrkFace,151.0,3,CBlock,9,1,ALQ,902,196,9,1098,1,1,0,3,1,3,Typ,0,0,Attchd,Unf,260,TA,0,7,2008,Normal,135000,0,0,1,0,1,1,0,Wood,53.0,0,0.0
962,968,969,50,RM,50.0,5925,0,Lvl,Inside,flat,OldTown,Norm,1Fam,1.5Fin,3,6,3648100,1950,Gable,None,0.0,3,BrkTil,9,1,Unf,0,600,4,968,0,1,0,2,1,3,Typ,0,0,None,None,0,None,0,5,2009,Abnorml,37900,0,0,0,0,0,1,0,Vinyl,99.0,1,0.0
963,969,970,190,RL,75.0,10382,0,Lvl,Inside,flat,NAmes,Norm,2fmCon,SLvl,6,5,3833764,1958,Hip,BrkFace,105.0,3,CBlock,9,4,ALQ,513,75,9,1095,1,1,0,2,1,3,Typ,0,0,Attchd,RFn,264,TA,0,3,2006,Normal,140000,0,0,1,0,1,1,0,Wood,48.0,0,0.0
964,970,971,50,RL,60.0,10800,0,Lvl,Inside,flat,NAmes,Norm,1Fam,1.5Fin,4,4,3798601,1950,Gable,None,0.0,3,CBlock,9,1,Unf,0,720,9,1192,0,1,1,4,1,3,Typ,0,0,None,None,0,None,0,12,2006,Abnorml,135000,0,0,0,0,0,1,0,Aesbestos,57.0,1,0.0
965,971,972,160,RL,36.0,2268,0,Lvl,Inside,flat,NridgHt,Norm,Twnhs,2Story,7,5,4012009,2004,Gable,Stone,106.0,4,PConc,16,1,GLQ,567,197,25,1626,0,2,0,2,1,4,Typ,0,0,BuiltIn,RFn,474,TA,0,7,2009,Normal,173000,1,0,1,0,1,1,0,Vinyl,6.0,1,0.0
966,972,973,120,RL,55.0,7892,0,Lvl,Inside,flat,SawyerW,Norm,TwnhsE,1Story,6,5,3916441,1979,Gable,None,0.0,3,CBlock,16,1,Unf,0,918,9,918,0,2,0,2,1,3,Typ,1,3,Attchd,Unf,264,TA,28,4,2010,Normal,99500,0,0,1,1,0,1,0,Wood,31.0,0,0.0
967,973,974,20,FV,95.0,11639,0,Lvl,Corner,flat,Somerst,Norm,1Fam,1Story,7,5,4028049,2008,Gable,None,0.0,4,PConc,16,1,Unf,0,1428,25,1428,0,2,0,3,1,4,Typ,0,0,Attchd,Fin,480,TA,0,12,2008,Partial,182000,1,0,1,0,0,1,0,Aggregate,1.0,0,0.0
968,974,975,70,RL,60.0,11414,1,Lvl,Corner,flat,BrkSide,RRAn,1Fam,2Story,7,8,3648100,1993,Gable,None,0.0,3,BrkTil,16,1,Unf,0,728,9,2019,0,1,0,3,1,4,Typ,0,0,Detchd,Unf,532,TA,509,10,2009,Normal,167500,1,0,1,0,0,1,0,Wood,99.0,1,0.0
969,975,976,160,FV,73.5,2651,0,Lvl,FR2,flat,Somerst,Norm,Twnhs,2Story,7,5,4000000,2000,Gable,None,0.0,4,PConc,16,1,GLQ,641,32,25,1382,1,2,1,3,1,4,Typ,0,0,Detchd,Unf,490,TA,153,4,2006,Normal,165000,1,0,1,0,0,1,0,Metal,6.0,1,0.0
970,976,977,30,RL,51.0,5900,1,Bnk,Inside,flat,BrkSide,Norm,1Fam,1Story,4,7,3697929,1958,Gable,None,0.0,3,PConc,16,1,Unf,0,440,9,869,0,1,0,2,1,2,Typ,0,0,None,None,0,None,0,8,2006,Normal,85500,0,0,0,0,0,1,0,Wood,83.0,0,0.0
971,977,978,120,FV,35.0,4274,1,Lvl,Inside,flat,Somerst,Norm,TwnhsE,1Story,7,5,4024036,2007,Gable,None,0.0,4,PConc,16,1,GLQ,1106,135,25,1241,1,1,1,1,1,4,Typ,0,0,Attchd,Fin,569,TA,0,11,2007,Partial,199900,1,0,1,0,0,1,0,Vinyl,1.0,0,0.0
972,978,979,20,RL,68.0,9450,0,Bnk,Inside,sloped,Edwards,Norm,1Fam,1Story,4,5,3818116,1954,Gable,None,0.0,3,CBlock,9,1,LwQ,552,342,25,894,0,1,0,3,1,3,Typ,0,0,Detchd,Unf,400,TA,0,5,2007,Abnorml,110000,0,0,1,0,0,1,0,Metal,53.0,0,0.0
973,979,980,20,RL,80.0,8816,0,Lvl,Corner,flat,Sawyer,Feedr,1Fam,1Story,5,6,3853369,1963,Gable,None,0.0,3,PConc,9,1,Rec,651,470,9,1121,1,1,0,3,1,3,Typ,0,0,Detchd,Unf,480,TA,0,6,2009,Normal,139000,1,0,1,0,0,1,0,Vinyl,46.0,0,0.0
974,980,981,85,RL,73.0,12122,1,Lvl,Corner,flat,NAmes,Norm,1Fam,SFoyer,7,9,3845521,2007,Gable,Stone,210.0,5,CBlock,9,3,ALQ,867,77,16,999,1,1,0,3,1,5,Typ,0,0,Attchd,RFn,588,TA,144,7,2008,Normal,178400,1,0,1,0,1,1,0,Aggregate,47.0,0,0.0
975,981,982,60,RL,98.0,12203,1,Lvl,Corner,flat,NoRidge,Norm,1Fam,2Story,8,5,3992004,1999,Hip,BrkFace,975.0,4,PConc,16,1,GLQ,854,371,25,2612,1,2,1,4,1,4,Typ,1,3,Attchd,Fin,676,TA,250,7,2009,Normal,336000,0,0,1,1,1,1,0,Vinyl,11.0,1,0.0
976,982,983,20,RL,43.0,3182,0,Lvl,Inside,flat,Blmngtn,Norm,1Fam,1Story,7,5,4028049,2007,Gable,BrkFace,16.0,4,PConc,16,3,Unf,0,1266,25,1266,0,2,0,2,1,4,Typ,1,4,Attchd,Fin,388,TA,100,3,2008,Normal,159895,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
977,983,984,60,RL,70.0,11250,0,Lvl,Corner,flat,CollgCr,Norm,1Fam,2Story,8,5,4008004,2002,Gable,None,0.0,4,PConc,16,2,Unf,0,1128,25,2290,0,2,1,4,1,4,Typ,1,4,Attchd,Unf,779,TA,0,5,2008,Normal,255900,0,0,1,1,0,1,0,Aggregate,6.0,1,0.0
978,984,985,90,RL,75.0,10125,0,Lvl,Inside,flat,Mitchel,Norm,Duplex,1.5Fin,5,5,3908529,1977,Gable,None,0.0,3,CBlock,0,0,None,0,0,9,1734,0,2,0,4,2,4,Typ,0,0,Attchd,Unf,539,TA,0,8,2009,Normal,126000,0,0,1,0,0,0,0,Wood,32.0,1,0.0
979,985,986,190,RL,68.0,10880,0,Lvl,Inside,flat,Edwards,Norm,2fmCon,1Story,5,5,3802500,1950,Gable,None,0.0,3,CBlock,9,1,ALQ,1040,124,9,1164,1,1,0,3,1,3,Typ,0,0,Detchd,Unf,240,TA,0,8,2008,Normal,125000,1,0,1,0,0,1,0,Metal,58.0,0,0.0
980,986,987,50,RM,59.0,5310,0,Lvl,Corner,flat,OldTown,Feedr,1Fam,1.5Fin,6,8,3648100,2003,Hip,None,0.0,3,CBlock,9,1,Unf,0,485,16,1635,0,1,0,2,1,4,Typ,0,0,Attchd,Unf,255,TA,394,6,2006,Normal,117000,0,0,1,0,0,1,0,Vinyl,96.0,1,0.0
981,987,988,20,RL,83.0,10159,1,Lvl,Inside,flat,NridgHt,Norm,1Fam,1Story,9,5,4036081,2010,Hip,Stone,450.0,5,PConc,25,3,GLQ,1646,284,25,1940,1,2,1,3,1,5,Typ,1,4,Attchd,Fin,606,TA,168,4,2010,Partial,395192,1,0,1,1,1,1,0,Vinyl,1.0,0,0.0
982,988,989,60,RL,80.0,12046,1,Lvl,Inside,flat,NWAmes,Norm,1Fam,2Story,6,6,3904576,1976,Gable,BrkFace,298.0,3,CBlock,9,1,LwQ,156,692,9,2030,0,2,1,4,1,4,Typ,1,3,Attchd,Fin,551,TA,0,6,2007,Normal,195000,1,0,1,1,1,1,0,Wood,31.0,1,0.0
983,989,990,60,FV,65.0,8125,0,Lvl,Inside,flat,Somerst,Norm,1Fam,2Story,7,5,4024036,2006,Gable,None,0.0,4,PConc,16,1,Unf,0,770,25,1576,0,2,1,3,1,4,Typ,0,0,Attchd,RFn,614,TA,0,8,2006,Partial,197000,1,0,1,0,0,1,0,Vinyl,0.0,1,0.0
984,990,991,60,RL,82.0,9452,0,Lvl,Inside,flat,NoRidge,Norm,1Fam,2Story,8,5,3988009,1998,Gable,BrkFace,423.0,4,PConc,16,1,GLQ,1074,322,25,2392,1,2,1,3,1,4,Typ,1,3,Attchd,Fin,870,TA,0,6,2006,Normal,348000,1,0,1,1,1,1,0,Vinyl,9.0,1,0.0
985,991,992,70,RM,121.0,17671,0,Lvl,Corner,flat,OldTown,Artery,1Fam,2Story,8,9,3541924,1986,Gable,None,0.0,4,BrkTil,9,1,BLQ,216,700,16,1742,0,1,1,4,1,4,Typ,1,4,Attchd,Unf,424,TA,0,11,2009,Normal,168000,1,0,1,1,0,1,0,Wood,127.0,1,0.0
986,992,993,60,RL,80.0,9760,0,Lvl,Inside,sloped,NAmes,Norm,1Fam,2Story,6,8,3857296,1993,Hip,BrkFace,340.0,3,CBlock,9,4,BLQ,536,169,16,1851,0,2,1,3,1,4,Typ,1,2,Attchd,RFn,440,TA,239,7,2007,Normal,187000,1,0,1,1,1,1,0,Wood,43.0,1,0.0
987,993,994,60,RL,68.0,8846,0,Lvl,Inside,flat,CollgCr,Norm,1Fam,2Story,6,5,4020025,2006,Gable,None,0.0,3,PConc,16,1,Unf,0,750,25,1500,0,2,1,3,1,4,Typ,0,0,Attchd,RFn,564,TA,0,8,2006,Partial,173900,1,0,1,0,0,1,0,Vinyl,1.0,1,0.0
